Obesity_number
3130
5477
7878
6380
10808
19254
7161
12869
5857
5652
36618
8011
1169
12354
23706
52744
10294
5045
8264
99816
6075
3819
227
510
2013
1019
49380
4782
4037
130304
6304
3612
4797
21210
20731
1947
9935
3822
6808
3820
16993
49382
10091
16164
43919
3246
1782
5437
866
2227
2919
20757
26382
377
1920
7584
5201
5211
3404
13112
4800
2796
7009
15637
137
1590
25619
5878
10272
11054
132989
6054
12259
11116
3857
2310
9538
6252
10184
3415
2803
3939
118870
3693
47861
7959
2270
2651
75776
11739
3285
702
9704
42028
12320
28067
4628
157746
57465
3954
110135
5348
72368
6046
2117
12180
1364
8013
9803
239
34579
8552
20042
37627
27884
9109
9966
25445
13278
24697
37992
13256
1680
14023
53975
4362
2471
1742
15360
11870
33773
1162
23972
212112
3614
11775
18071
771
10369
8142
11547
195723
548
3474
767
9715
38353
2713
14270
58474
5689
854
113685
930
1215246
1507
3319
42018
66284
17493
2866
4244
2022
12066
49546
12280
8197
4762
32902
640
701
4604
12651
6762
8793
6802
7693
18022
61354
128962
4804
551
89557
35635
18463
1549
9270
6905
765
1093
2666
5718
235
8909
7226
8683
22425
1459
3250
5668
593
24315
33281
16920
11307
6994
84208
1437
11212
4013
9410
12732
8633
2444
10391
2199
3047
63032
24567
20785
1755
628
105767
1825
5583
10688
60863
15109
4205
129387
3003
16265
9793
3705
2651
14741
534
2833
16930
2979
92728
2685
6914
9623
2877
352328
32832
5930
1567
4202
5924
33429
1385
13014
2845
878
12384
43998
21514
1603
1399
46107
9597
378
1060
9068
20466
3660
101381
823
1994
3661
29350
115484
17256
7563
12723
4872
3723
2909
467546
11096
4763
55799
5044
25847
4473
6117
15623
3372
2807
12079
563
41594
13934
9154
4115
2579
1047
9531
5314
2670
8492
51368
683
6755
8343
6897
21248
77922
20476
5102
2740
9342
1119
7926
6302
1504
2804
352
7844
68286
19012
7122
49293
95439
5295
1280
10641
3408
5880
3791
11336
36288
18533
10196
361
31481
2399
3181
3941
2637
125037
8644
11294
2805
1946
19351
88813
6636
4155
12407
19731
57661
11278
34621
26686
695465
12301
97195
8955
10755
7263
763
1535
18189
13472
9499
733
4329
24491
2328
10859
3684
1485
15103
5833
39660
1971
11404
17025
13952
40428
6561
11257
183105
2000
5571
8070
8460
2475
621
1292
35119
10327
232
2923
7367
2299
11868
3410
4432
12318
2846
3830
4026
2134
9588
10117
23374
4193
4648
3076
12235
2877
102727
5848
37498
2768
49260
3311
143336
94273
9480
455
31440
8796
9683
9808
8813
14448
3552
6112
1131
251006
272867
5183
4190
1955
28341
783
3045
3344
42214
893
949
5004
111502
4493
1198
53240
8423
16766
14770
45755
66185
6438
13907
4796
7240
2583
87680
27220
49710
42869
13963
1658
10294
8322
8004
5684
14439
26700
7000
6975
7680
6558
3156
3325
3206
2114
13292
12968
6541
34386
6435
7163
47343
677
1921
10108
45295
736
14823
25335
21815
1802
6712
132585
2048
2855
11451
4321
247512
6966
51085
3007
113055
4563
5860
6935
5615
1800
69987
624
21777
33565
2472
3188
48380
1021
184459
1785
23105
4977
30654
3699
167
29044
15245
5050
52322
12659
30855
1671
27125
361693
7440
4046
4850
26203
4105
3160
13183
25924
90043
29586
7681
6636
7001
20896
1551
1041
3129
14291
5002
27896
6711
736
43287
2274
5041
37501
4140
3461
2163
4818
4517
12836
9043
38379
5046
19920
161351
531
609
21649
181
5080
4384
2374
6925
42673
63513
1400
54021
2557
6442
30467
1720
10113
5233
9359
1219
21018
12160
3498
10579
2437
1693
2616
3634
8619
2462
15851
4773
90415
4637
11910
2442
7877
37998
18260
5927
15319
13505
6391
19767
3263
10772
2150
66738
148994
10720
1593
5806
11672
9922
5789
3061
46735
4949
14411
67766
5092
3849
2413
6866
6136
15368
166803
1807
1123
2467
39107
9595
1475
50761
7878
2170
22532
2276
8595
26879
1627
5755
35073
3254
88790
24608
26726
4801
2523
3156
5429
17279
30158
18622
22723
3321
28056
11611
3599
8048
2866
798
4387
104777
2350
12332
26514
901
20395
2032
10238
209
2482
12779
63314
119280
890
5305
3572
11272
21899
3667
4019
6540
29224
1825
396854
6797
17976
7584
8619
6378
26316
10672
3873
5280
1507
2525
4432
5528
3801
35452
88824
15261
34483
15335
40946
17098
9739
3745
43398
36276
12429
4510
6492
57548
352
1028
9979
55529
16777
1959
12251
3173
4386
11838
45926
7814
8053
4554
7191
7067
201
1130
5206
11968
3866
6778
870
127859
592
7329
1694
508
4902
14439
9624
131114
8701
5068
10650
205688
1899
901
1235
1763
186829
3615
2516
78696
1494
313
47398
1438
7448
9783
1800
14219
1396
2515
71254
2691
274882
12367
170995
32848
3366
9500
20750
8245
490
8151
112892
22757
56151
7973
9447
1850
45013
647
42530
16692
13731
9644
2367
113131
2323
9776
2649
3052
35355
12525
456
55253
16757
30504
116987
10996
12929
194311
2744
1251
1530
11877
1440
5038
4804
29535
9864
189681
4539
24876
2788
8822
4458
5742
1022
5424
319
34259
32989
10215
10023
211
9776
2186
6420
1180
7499
2454
6067
66612
1362
1836
6559
4211
2121
6333
2609
2347
3749
237859
2083
8627
62277
256
10316
47947
2962
39501
12380
5625
24444
82361
23238
1958
37570
3903
37920
2210
3713
1141
210164
2539
236011
9070
433
1326
45716
8778
3181
117503
1861
80828
15984
4625
6731
28992
5245
930
5206
213277
14744
28870
2833
7173
46553
299
4124
4136
1370
3906
10303
11978
10665
105999
3366
103855
9076
1462
4259
4895
760
5600
9817
233473
51475
116061
5124
3825
2339
26054
1209
7553
2884
12382
2969
9495
11233
867
7542
118318
1228
6308
857
1741
13131
4818
8819
25500
9902
3724
7083
10677
7245
5217
8414
33275
4259
4448
15703
13019
13680
2959
1298
4213
534
3540
10038
1402
21435
6953
27769
8243
11382
580
5194
4005
11230
19048
22099
4790
6286
2373
2899
4514
27871
35418
7664
12744
6865
11047
4249
44013
25125
6846
856
1155
1310
3505
2551
39996
14358
129250
14238
3496
1940
8942
32025
10827
15609
3258
5162
5330
70486
197204
5085
5538
12827
6894
2918
1150
7054
236
9144
2672
19766
3206
9034
6678
13542
22048
2236
25002
24091
17994
7473
2570
7082
5754
4689
962
10737
19095
3061
2382
7273
1302
1703
877
5356
562
12148
14551
19947
1281
10303
2712
13632
2823
8775
8930
16433
6438
1557
1693
2569
11586
411
1766
6285
129103
19411
462
18587
24819
244366
8586
10098
3823
4065
820
166920
2472
9750
3288
6331
3624
40147
2329
8795
4951
169774
166
5129
145053
87978
109743
24538
973
12464
15104
5495
56026
1440
5481
29823
2366
71409
2218
5262
4423
182
104077
3371
8157
5841
22528
261
2018
10076
10081
2523
8230
5183
39367
7224
13778
2175
2279
5668
11303
1798
279
224533
110189
29612
22251
6396
2581
10688
94849
3441
2213
5223
1706
8304
2549
17225
6830
3545
12453
10119
3026
84936
16410
2238
4884
605
20345
26111
14039
8918
11249
8619
1240
6431
17137
3402
38882
830
6145
32473
3128
1891
5167
2559
97159
40698
205242
36266
3090
11126
8542
25187
1650
1160
4277
19635
9288
29330
66848
35327
3797
4756
28601
2066
4961
3535
2737
51605
31920
39057
4443
31245
59451
89177
1277
52166
3632
52737
2463
1840
11992
11419
4368
7409
6990
7614
8392
8829
525
19232
9404
96208
8063
12136
3826
116990
7532
1015
8943
9159
258117
37647
7200
31137
5908
16489
4865
795
182599
5854
4079
14987
19719
346
9215
14854
26617
1791
23158
7355
5236
9448
12957
20823
607
1079
21434
5964
4800
19760
2589
11009
3651
7592
2919
48823
1794
37378
11707
11094
59891
2450
2169
11354
10944
3739
7023
4611
5030
729
3675
3236
6952
2863
1235
4166
19882
8501
47893
36659
11982
40660
52699
4269
6469
2868
27506
2233
15268
309873
1338
6848
4029
14318
11132
6641
11943
539916
